ResponseId,StartDate,OverallSatisfaction,OpenResponse,QuestionCategory
R_Oczwz5nec9ZlXPz,8/21/20 21:24,3,"Last semester, I would have given a 10. This semester, everything is a mess. I had to drop out of a class because the ebook for my class was not available for me for some reason. The main problem I have with publisher1 is that you are not able to print whole chapters. I have to go through page by page and print. Last semester it wasnt so bad, but this semester, I have to keep going back to the main menu and finding my spot and then printing. ",1
R_2WJDjpNjtMRIoeh,1/29/19 9:46,3,"Last semister I had problems logging on accessing my homework, which put me beind for the whole semester. This semestr I wanted to rent a text book for the $7.99 . After I ordered it I later that day recieved an email that my order was cnaelled because I had already rented a book last semester. publisher1 is more trouble then it is worth. I woulfd rather rent from Amzon it cheaped and more relyable. the online acess is better then last semester so far. I just dont like false advertisment rent a book for $7.99 but I still do not kno where it says you can only rent 1 book at that rate. publisher1 just another scam when it comes to college text books. ",2
R_1eS4WpHha32CCFF,3/3/21 16:49,6,Last test in Excel recorded clicks on cells I did not select,1
R_ddjvMrFUsmqcZ7X,10/21/18 12:58,4,"last year I could just sign into platform2 and it would always stay on the same tab. I never had to go through publisher1. I don't like having to sign into publisher1, then open up a second tab for platform2.",2
R_3GCxNTJjUrq9oXl,3/4/21 17:50,8,Latency between user and the virutal machine labs for A+ hardware/software. However if that isn't on publisher1 side then nevermind 10/10,1
R_DwqlighZu1ntFPb,4/25/20 22:05,4,"Layout can often times be confusing and it takes times to get assigned projects, chapters and test.",1
R_2Cp4j9mLxd3rR3Z,2/28/20 18:16,7,Layout could be more user friendly and less geared towards widgets and add ons. A search function for the desktop website of the book would be extremely helpful.,1
R_bxb0eOVTJAmZCxz,4/23/20 17:06,10,Layout if perfect for ease in finding everything needed for each class.,4
R_svwCKQeLqDrbQWd,3/25/19 12:22,9,layout is easy to maneuver and understand,1
R_3MLMw6Ndu874YuH,3/5/20 16:45,6,layout is kind of confusing and navigating the homepage to courses can be a problem mostly by making options to go to sam disappear,5
R_3MRxX5ozh0jwzI7,3/16/20 9:11,9,Layout is nice.  Navigation is easy.  Search tool is effective.,1
R_1LBtoc6gtJyGwlk,10/22/18 22:04,10,"Layout is very complex, I would recommend better organization. Great service otherwise",1
R_1Nw4SoB6wA1Z4yG,2/25/19 15:23,1,ld;adskfn,4
R_1QFMFfyM0rE8RoP,9/26/20 10:26,6,learning and struggling a bit,1
R_2atPOjkWaxXLc67,3/9/20 2:26,8,Learning how to combine my courses and publisher1 was a little difficult ,1
R_Wf9ZlMl32Z9eyyJ,10/13/20 17:04,1,Learning through online has been inefficient,1
R_2rIP8snXM1FnSZm,11/14/18 19:55,2,Learnsmart is better at teaching online,1
R_0iHFcMYnkMiTh0R,6/30/19 12:59,1,Less books available than expected.,1
R_10obu77INNdS3yD,9/23/20 16:51,1,let me access my books without having to close a window asking about one thing or another. good lord let me do my assignments in peace,1
R_9YUnexCqqzwB4m5,11/6/18 13:27,1,"let me access my course so I can pass the class instead locking me out for paying, if this is how you treat paying customers I will have to start warning people from using this dumb site.",1
R_sA524szHy6cJI0F,2/25/20 22:42,8,Let me copy something from the book so that I can do that besides constantly switching between tabs to type word for word,1
R_3jfz3DUbzJq4FHh,3/25/20 10:09,5,let me upgrade to the 2 year service with a discount. As a freshman I did not know I would need to use this service for so long,1
R_1d6xKuDdheM05NM,10/2/18 21:05,8,"Let students have the ability to use platform2 and textbook rentals for classes where the professor doesn't give out course codes. For example, I am taking a physics course and have publisher1; however, my professor doesn't use publisher1 even though physics resources are available through the service.",1
R_1mxsMwqiFHogvn7,3/3/19 22:45,10,"Let us buy permanent access to the online course so we can practice even after graduating, please.",1
R_3n0KWQaTyvqQn61,2/11/20 17:02,9,"Lets me access most of my books for my online classes however some books aren't available through publisher1, which makes it difficult to acquire the books, otherwise the service is perfect.",1
R_77n4vU33FObhw1b,11/9/20 15:03,6,"Like any new form of convenience, you get what you pay for. As a student I appreciate the low prices and suite of learning tools. but the low cost shows in the low quality of books, badly worded exercises and the obtuse grading system. I often need the internet to fact check confusing or false info, most of the exercises are very badly worded and the grading system for platform4 is miserable. I am often marked off two or three times for the same mistake or they hide one mistake in a broad section without giving me the feedback to find it.",1
R_WDase6gKhITt3pf,4/15/21 13:59,7,like having all the textbooks in one place but the website is buggy sometimes,1
R_205Q6UNN9nNLGKJ,10/1/20 21:37,7,"Like having books online, but I paid way less for my books on my campus and I was not satisfied with this price what so ever. So I give this platform a 7 at most!",1
R_1QFLKfXUaxRN8Oh,10/6/20 1:15,10,like how the program runs ,1
R_1psdlvKR4d2CBfF,3/23/20 18:31,10,like i have mentioned. its just a great program for students. very helpful and simple to navigate around in.,3
R_2U3YcuPlVZKttIE,5/7/19 10:49,6,"Like I mentioned before, the interface is very busy.",4
R_2CsuD0Y12G725KF,4/23/20 16:54,7,Like I said before it is so glitchy and time sensitive honestly it does just take me a long time to read so when it is constantly logging me out it become irritating. ,5
R_1n1sJXZLVc9zGcR,5/6/19 8:42,6,Like i said before lost of things seems falsely advertised.,3
R_33dwdhhvGQJDjKe,2/13/19 16:55,5,"Like I said in the last one, too pricy.",3
R_bIszqmfhYtVQW2J,12/1/18 17:30,9,Like I said previously the issue was that product2 seemed forced on me because there was no option for the one specific thing I was looking for. Other than that the purchasing of the product was very simple.,3
R_3OoAXveewrQNgwB,4/26/19 10:56,9,like it,1
R_33vyWDdHe1L4z5A,4/7/21 9:58,7,like overall functionality; do not like not being able to open textbook separately on a laptop;  dont like having to re-navigate to original place if i end up clicking out to another place for the course,1
R_1i27TuDoVxjSORi,2/28/21 22:58,10,like that I can have access to other books or order them for a low fee,1
R_3pl0K3qbHMouP72,3/23/19 9:20,10,like the fact that  you can read on the go,1
R_2CKhx5FbzrhFTwN,10/18/18 20:53,7,"like the idea of publisher1 but all my classes use different systems so though $119 is a good deal even for one class, I wish I could have multiple classes on the same system",1
R_2CHZu1H0kd2xdce,11/27/18 16:25,8,Like the idea of product2 saves money since online access codes have gotten extremely expensive ,1
R_3V6Itytr2pVOHVn,10/2/20 19:40,7,"Like the site, content, and value proposition but some of the inconsistencies in the problem set requirements (rounding, varying decimal lengths in the same question, etc.) have been frustrating.",1
R_2VDdOL46FUWrcwy,5/2/19 3:15,3,"Limited catalog, not quite many as advertising or being seen in student page.",4
R_0DQYHqHsCSpYWgF,10/5/18 12:42,4,Limited features...,2
R_BEU1xEYeHYQywCZ,11/2/18 12:29,2,"Limited instruction on assigned problems. The PDF version of the book is cumbersome to use.  The ""Read Text"" button on the assigned problems does not bring you to the section that would be helpful for that particular problem.  Over all compared to publisher2's MyMathLab this is garbage. ",3
R_3Gw6L0kNCJpp94o,3/12/20 9:28,8,Limited publishing,1
R_Xt8bkwGnQj2SOl3,4/19/20 21:19,4,"Limited screens, not easy to search",1
R_3esKvLatIB4EKgS,1/12/19 15:36,2,"Linking it with other academic learning tools such as platform1.
",2
R_8jfYVegiBJfFO1j,1/24/19 19:03,3,linking my class,4
R_3PyGEYwFcdq94dr,3/19/19 12:54,4,"LINKS DON'T OPEN, IT IS NOT CLEAR HOW TO FIND A BOOK TO READ, IT IS NOT USER FRIENDLY",1
R_2c8CjE7c9ZwtghF,1/30/20 21:34,2,links don't work,4
R_2c8CjE7c9ZwtghF,1/30/20 21:34,2,links don't work I'm very mad this thing is slow hard to use,5
R_2c8CjE7c9ZwtghF,1/30/20 21:34,2,links don't work loads slow this sucks,1
R_PU4OQaI9cVBf68x,10/1/18 22:21,4,Links not opening/not knowing exactly how to search for items in publisher1,4
R_2xSu0fdUP5dENvZ,1/3/19 22:10,6,"links not working, account logging out in the middle of labs, not launching
Some instructions were not clear.",3
R_3qQMFQVxt8skfx8,9/30/18 18:33,4,"links used to get publisher1 caused problems, homework assignments are coming out with wrong grades.",3
R_2w6ocgUjg4ORwsN,1/14/19 16:53,1,Listed already. ,3
R_1FFB3yhRcE4STU1,10/10/18 18:14,1,"Listed them already, too many to list again please read the earlier question that was pretty much the same thing.",3
R_3NTVpV35NaWA099,4/27/20 1:40,3,Lists for classes = better than icons. We should at least be able to choose.,5
R_3qO6XSjDVZEug6O,9/27/18 21:47,4,literally answered this on the previous slide. even this survey is clunky and disorganized,3
R_1duaog62s8DjTX3,9/23/20 14:57,10,Literally don't know what's going on so since I haven't seen anything crazy I might as well say 10. :/,1
R_1dsJImOwyz6Njke,10/4/18 20:45,2,Literally just explained this.,3
R_2QWBCvSB3sOImjI,3/23/21 9:59,4,literally nothing special,1
R_1rBvvRlTzgHbkBL,9/25/19 13:17,7,little on the expensive side but its alright,1
R_12xadm6b2prMzyF,2/5/20 14:24,8,Little slow at times but easy to use,1
R_VORANeiKjSNuxEt,12/4/20 12:23,10,Lives up to the claims it makes!,1
R_2R1Yx719bFuKL9Z,2/6/19 22:08,7,Load time and lack of search tools,4
R_9Xgz6h3XQQ5USVX,4/3/20 17:09,1,"load times are ridiculously long even on 100mbps internet, questions were you have to drag or draw lines are horrible to do",1
R_1lm1rf5QS1Om8Ne,4/11/20 17:07,6,Load times are very slow compared to everything else even with fast internet speeds (500mb/s + download speed),1
R_DugFZw686OcDTIl,4/29/19 18:11,6,Loading and services are inefficient. Decent value for my money. Lack of higher-education textbook selection.,1
R_3flN57bbSQNbVGk,11/7/18 7:45,1,"Loading issues, with both my personal computer and school computer.",4
R_3aqSP1n7wwvqfvj,3/30/20 18:56,8,Loading of pages can be slow at times.,5
R_DGhNZfdTVU5paF3,2/27/19 20:21,1,Loading takes far too long and it is definitely on the end of your development of this terrible site.,2
R_22FUt7fN3T9flp6,10/18/18 9:33,8,"Loading the home page to see your text books absolutely takes forver and sometimes doesn't load at all until you refresh the page 5 or 6 times, that is my only complaint every thing runs pretty smooth. ",4
R_3dLGySYKyVUPNUY,2/17/19 21:59,3,Loading time and constantly being logged off automatically.,3
R_2upqyuDSrL5s6Da,4/26/20 18:43,5,loading time on the page,1
R_2S1U4Usntt7uNu2,3/3/19 22:11,7,loads forever sometimes,2
R_UVGLw1sMKUuUzdf,11/28/18 17:30,8,Locating the course materials and figuring out how to access the online textbook were kind of confusing.  There were also some issues recognizing the activation code and entering a username and password,2
R_oY5otiATz960Xcd,9/25/19 19:52,1,"locked me out of one of my classes because it didn't have ""product2 permission"". I missed an assignment because of this. ",1
R_3NXvrBJ3aNF26n3,12/2/18 21:07,4,locked out of my account,2
R_zYBCbhq57BzLwTT,10/29/18 23:53,4,"Log in issues. Not able to log in to the website causing delay in being able to do homework.
have to click multiple other links onsite before loging in. ",2
R_2xJct1MwFqKkQIw,2/14/19 17:56,5,Log in mutliple times and kinda of expensive ,2
R_swnBDZSUvHLvZxD,10/18/20 10:43,6,log out time is too short. Too many steps to navigate between books. I would like to be able to organize my books into classes.,1
R_3PT5K52nHDjxOOh,9/26/18 20:36,7,Logging In,3
R_123ENufutZ2H18B,12/5/18 21:42,3,Logging in every 15 min is annoying,2
R_DvCKsGV0FnQgKzf,9/27/18 23:46,4,logging in every time I am away from the webpage for 10 plus-minutes is the most annoying thing ever. allow option to remain logged in. ,2
R_3mmHrRzv9fkAYYT,4/16/21 11:50,4,"Logging in is always a pain, as there are no clear links to bookmark that will allow easy entry to my course.",1
R_3PGEcIPpYNVGVtF,11/29/18 10:34,8,logging in is annoying because your advertisement is always coming up first. I just want to get to my homework and get it done.,2
R_1ibvbysYjLTTTC3,11/5/20 12:09,8,"Logging in is sometimes difficult, today I kept getting an error message from the link I have been using all quarter, provided by my professor.  ",1
R_2saVf4ReN8K0pmR,3/14/19 16:33,2,"Logging in takes way to long, have to go to website, click on login, sign in, open dashboard and finally open class. I should be able to not have to login everytime and if so have direct access to my classes. ",1
R_115F5X9rUsNASMO,11/17/20 21:14,3,"Logging into publisher1 is always a challenge because it has me log in twice, once with an error then the second time allows me in. Also, the keycodes for the books are always a pain to locate, plus finding the correct book to link it too is always a challenge. ",1
R_240omu465DLqaH0,2/13/19 11:31,1,Logging into the home page. ,3
R_2ZCC03zq5uRxJ5G,12/12/18 21:55,7,Logging into the website is a longer process than it should be.,4
R_bIcPTFPiEypGhln,10/3/20 14:00,8,Logging me out while I'm in the middle of an assignment/lab.,1
R_2ZIXym9XI2uyNxe,10/7/18 18:37,10,"logging on 
is difficult
",2
R_1LwDcpK94wZFW3G,4/30/20 18:26,9,logging on is a bit glitchy but everything else is great,1
R_pJz476IQXHXrJ61,2/13/19 21:43,7,LOGGING OUT!,1
R_2CJwXuSQWSX5Pp8,11/2/18 8:51,1,Login attempts consistently fail 4-5 times before I am able to login and course pages are difficult to navigate.,2
R_22ERCFzW6wF8oBG,2/20/19 8:56,5,"login do not save, if you are not actively using it for like 30 mins, it will sign you out which is very inconvenient to sign in over and over again. it is not user friendly. I would like to be able to sign on my laptop and ipad at the same time but you cant. It is very inconvenient. ",3
R_1DpD6K2YKiv32HR,9/28/18 20:07,9,Login doesn't automatically go to dashboard which is annoying.,1
R_1P6sogHyE0sHSoU,11/20/20 17:55,7,Login for platform1 is too complicated. There should be a more direct way to log into platform1!,1
R_2R3483Om5TeVjga,11/7/18 11:25,10,login is easy,1
R_OeR6VdgIsTPwcwx,10/3/18 19:59,3,"login is frustrating. Should be streamlined
",1
R_3oC0pBt5T3abR2T,9/29/20 17:53,7,Login issues,1
R_1Kl48IlnCNfZ8CR,7/6/19 21:35,2,login issues and Hit keeps saying bad request when I click on assignment from school portal.,1
R_10ZaNkjJEVceLTu,11/1/20 14:41,4,Logining in after being constantly kicked out is very annoying ,1
R_2fixQudTzs4laqw,1/25/20 15:48,6,logon times out too quick and prices for access are too hight. minimum of 4 months access for 6 weeks of class is a waste of my money.,1
R_bxRF770ucg3tV9n,3/9/20 17:23,8,logs me out constantly ,1
R_3NUMdefongXo3Gy,3/1/20 19:08,4,logs me out constantly and takes way too long to load. its frustrating to take a test and have to waste a minute of my test time while waiting on the next question to load,1
R_31GwCRssCXvr6CC,7/2/19 15:14,3,Logs me out constantly! No darker ereader styles. VMs slow. I like is the TTS feature. Search works fairly well.,1
R_2QT182KC8GXnrDl,11/15/20 14:04,7,Logs me out quickly and its a pain to log back in,1
R_1q9Zbpm57yMDORE,4/12/21 16:07,6,Logs me out too frequently,1
R_3ikXYM1ZROaHfPa,7/6/19 1:06,2,logs me out while doing assignments. stop doing this.,1
R_1Kr6MIHof0kd4Xn,2/12/19 11:36,3,logs me out while I'm actively using the books and/or hands on exercises,2
R_1lrGysaorjne0yn,3/12/19 19:21,3,Logs me out. Can't bookmark some texts. Weird organization for searching for texts.,5
R_3Phtu89zlm3jln3,3/6/19 1:55,6,"Logs me out. Has not allowed me to go in because it said my information wasnâ€™t found, although Iâ€™ve paid the full fee to be on here. 
My call experience wasnâ€™t helpful ",2
R_1MQUdNkjYFSrVoD,4/2/19 2:07,7,Logs one out prematurely. Running queries for my CIS class was a pain.,1
R_2azRTAi3eN5nPCG,11/1/20 21:13,8,"Logs out too fast, hard to login to 2 webpages at a time",1
R_2zZnUTplLErcmWX,3/22/20 20:01,5,"logs out while I am working and have to go to the main page, then the text book, then the chapters again.  Tour popping up  each sign in.  Sidebar pops up all the time",1
R_3e7Xu76EwvHQdKu,5/2/19 8:22,8,"Logs user out to soon. Option for public or personal computer needed. I constantly had to reload site to be able to log back in, even while still working on a project.",1
R_AgjAnpmY6kgJwWZ,10/1/18 13:25,5,long survey,1
R_Dpgndi1jC3qQFBT,4/22/20 13:17,1,Look at all of my other answers.,5
R_2q4Buh8oLQWAl0v,4/18/19 16:39,6,"-Look at how publisher2 does MyMathLab, its more user friendly. Make the app on iPad able to use the homework components ",1
R_AhA1XFqyteOGkfv,2/13/19 22:38,3,look at other pages.,4
R_AhA1XFqyteOGkfv,2/13/19 22:38,3,look at the previous page!!,3
R_UlpVKaWcaPRUHsZ,11/5/18 3:48,8,Look back at chapters is hard and finding my books is like hard too.,4
R_9GEQetsZIu7eXvP,5/7/19 9:09,9,look back on question 1,5
R_AniIvVqLplArKWl,12/6/18 11:16,5,Look into problems more. Don't just automatically assume that it's user or professor error. Listen to your customers.,1
R_27euGfmGkFXkxLa,9/26/18 22:47,2,"Looking for assignments in the classes and not being able to find them is difficult. The audio part of the book is not read properly and the wording or the sounds are pronounced wrong. For a first time user of an e-book, I really had a hard time getting use to the book. Just to use a printed copy for rent, students have to pay an additional fee to just borrow the book then return it.",2
R_27euGfmGkFXkxLa,9/26/18 22:47,2,Looking for the Job Simulations,4
R_xlQdSSuU2ZsmFIB,2/11/19 17:20,4,"Looking for the online textbooks for my classes was rather difficult, and the edition I did find is missing sections.",4
R_1pWJRPKOV6zaTLS,3/24/19 21:09,7,Looking things up is frustrating because it doesn't pull up in full screen.,1
R_3lt4NWUkzxbvuZg,3/1/20 20:47,7,Looking up items by page number is kludgy.,4
R_DVktk6t8w4EdGO5,1/10/19 16:30,10,Looking up my ISBN number for my text was hard. It wouldn't come up at all.,4
R_Un0cKA3tJOAiiVr,9/11/18 11:11,10,Looks good,1
R_2ZOeAHNrYdZ9coS,1/7/19 14:24,2,looks pretty nothing else,3
R_3I0JgJllO0jaCub,10/22/18 10:29,6,Loose-leaf textbooks are awful. Let me rent a regular textbook if you want to rent textbooks.,1
R_2zdnYse0q7CRWqm,1/22/20 20:00,7,lost points due to malfunction,5
R_28LMmGKhH7IRx6l,2/21/20 20:03,3,"Lost progress on a course, taking a very long time to resolve ",1
R_3iU0g9TaNaScRvL,11/6/18 9:34,10,Lot of books (such as Cisco) books are horribly outdated.,4
R_uqpXZ9iVjqYMbZL,1/25/20 17:03,3,"lot of bug occurred during using your program, I am frustrated. ",1
R_3HFXZPm8VCjMapv,10/25/18 14:47,7,"Lot of confusion. I was looking to purchase a book for a single semester. When I first saw the options, I thought I needed to purchase the course and the product2 package, when really all I needed was the product2. I still don't even know if the product2 would cover my other class. Because if it does, then I wasted $150 and that doesn't make me happy using this service.",2
R_emHBpckTAC2kAmZ,10/25/18 19:44,8,Lot of extra work to purchase it,3
R_2zhI8noA7p3zlaC,10/14/18 16:44,1,Lots,2
R_2zhI8noA7p3zlaC,10/14/18 16:44,1,Lots,3
R_u4UAtmgNvhkNGg1,9/30/18 13:40,8,"lots of codes, not sure what was going on, lengthy process as a first time user. ",2
R_24BsASx40KZLISp,2/15/20 14:58,9,Lots of different topics all within your fingertips!,1
R_2PcbEXkvEs0HMsQ,2/10/20 20:27,6,lots of errors within the ebooks and videos. They contradict at times. The ebook has misspellings. publisher1 it self likes to have errors pop up and continually signs you out when reading the ebook. ,1
R_1NgYl6UIX2nR36A,1/27/20 14:24,4,lots of glitches,1
R_qOb8csDlGh1zo0F,3/19/19 19:13,3,lots of mistakes in lab book,1
R_3dQzV7yZGynlySz,6/29/19 17:22,8,lots of repetitive problems (too many). sometimes the page would crash,1
R_0TBLwPz8ROpj9KN,9/29/20 16:26,2,Lots of typos and errors in the textbook and assignments,1
R_2f3E4pvlVtX7fjw,9/23/20 18:00,9,"Love everything about it, just wished the book pages were numbered.",1
R_33vxKWJO4LPWBgu,2/2/19 13:17,10,"Love having how to videos for the homework, they are very helpful 
",1
R_3MhEIMdW0vqNtXM,1/20/20 18:22,10,Love how organized publisher1 is.,5
R_3JC4pDx76a2lILL,3/21/19 18:12,10,"love interactive studying, immediate grading and price combined with book ",1
R_3oLB5NTLy9QVuuH,3/31/19 22:25,10,Love it,1
R_0ockAPwzL34DocN,1/30/20 11:32,9,Love it,1
R_0H43VzlhdNw16bn,10/7/20 18:44,10,Love it and all the available resources!!!,1
R_3jZeIZnPMIu4aPy,8/27/20 1:17,8,Love it just wish I could change the font of what I'm reading or the color of the background of the page. ,1
R_3JjThoDCerA2jvd,4/21/21 12:47,10,love it more than the original version.,1
R_22EUDtxnnTtKd6C,2/29/20 17:16,9,"Love it, except that it puts me in ""tour"" mode every time I log in. After I've navigated the site once, the tour should be optional.",1
R_3jcbKEVnhAceAHN,4/1/20 11:49,10,"love it, very organized",1
R_pF6z1Adyv0r1Mdj,1/16/19 14:00,10,"Love it, works great and really helps me study.",1
R_2SGF7uR04gUiIvh,4/22/19 22:06,10,"love it. cost effective, easy access, easy to use",1
R_2co3GZ0l98Fsgrm,4/14/20 18:00,8,"Love that I am able to get all of my books for one affordable price. Have had troubles getting the books for classes that don't give out codes, but have publisher1 compatible books.",1
R_W6A8TF6tz8uN0Ax,11/5/20 23:43,10,Love that I can get access to many textbooks for a flat rate,1
R_9FV1bXVkFRiVAIN,10/11/18 11:17,10,love that it has audio to the chapters and I can highlight and take notes as I read the textbooks for school. ,1
R_1JCSa6bW2BAwGOx,11/2/20 15:23,9,Love the calendar view in the books. Only had a few problems accessing certain activities with my apple IPad. ,1
R_2UhbXmjsvCkiMqs,4/21/19 21:46,8,"LOVE THE COST--  I dont, like the ebook designs - a system more like vital source( WITH PAGE NUMBERS!!!!!!) would be far more beneficial to students - the ebooks arent user friendly at all if it wasnt for the price id buy every ebook i could else where. ",1
R_22sryWYldccB4oo,9/29/20 17:12,8,love the course and the subject matter,1
R_28XNlQO0JhrwyUd,9/25/19 16:40,10,love the courses a d material provided,1
R_11bzwTCVFatbVjE,3/8/20 17:05,10,love the ease of activities and one access code for multiple classes,1
R_30l73gHIcLOkLpY,3/15/21 13:57,10,love the ebooks and the convenience of the program,1
R_6hRanVg5kn94Cjv,4/2/19 11:02,10,love the fact that my books can also be accessed via my phone. ,1
R_2uQyMa6wqJps3m1,3/1/20 18:54,8,Love the feature of having assignments organized by their due dates. ,4
R_2AM9MUVWikcQL3B,12/5/18 15:23,7,"Love the idea of publisher1, It would be even more awesome to see books based on subject or classes they are used in for instance if I want to study Organic Chemistry on my own but I don't know which books are being used in an Organic Chemistry class currently then technically I'm just guessing which book to study. Books should say which classes they are used in to help students who are curious know which books to study for which classes.",1
R_1ltwftA6ewSqoAr,2/8/19 19:05,7,"Love the idea, but the refund process was very inconvenient and confusing. There should be something in place, so if you have more than one class using publisher1 you don't get charged multiple times to begin with. ",2
R_qW8pz60bq0o3xap,10/6/20 23:30,10,love the layout of my class ,1
R_2zijYmvw1dN2BiH,3/31/20 13:19,9,Love the new weekly overview feature that tells what is due for the week and the app has been extremely helpful,1
R_1gpbuYXhzOf7h0X,3/21/19 19:29,8,"love the online books and study aids, but wish all of the books had practice quizzes",1
R_1Duk6pcmEujeBZU,1/30/20 13:22,6,"Love the perks of having my textbooks handy wherever I go, but it was rather pricey and there aren't a lot of study materials that are actually useful to me.",1
R_3OkvpmNNFoQDFQD,10/3/20 19:23,10,"Love the price, features, UI, and customer support",1
R_3jflOgO51UpOBqI,3/22/20 3:14,10,love the product and the platform4,1
R_3MFFuXiBQz0NuuB,6/17/19 12:26,10,love the system and the price,1
R_1hxNhc2ruBLHNHG,6/30/19 8:04,9,"Love the technology, but it tends to time out too quickly.  files are sometimes too large with graphics",1
R_2uqQ1T6cx8hHGrp,5/5/19 13:38,10,"love the test review, vocab and all the books that are on here for my classes.",1
R_AMM69F9tEztFQwF,10/23/18 1:41,1,"Love the textbook. However, platform2 is not user-friendly. Literally, truly suck. Frustration, every homework assignment on platform2. ",1
R_21gmNgEZ390S2U5,3/29/19 0:40,10,Love the product2 benefits,1
R_8HAb9pupRFUVs6B,4/20/19 15:02,7,Love the voice reading feature. I don't like that you can refer back to the readings when you are in the course/task.,1
R_27NLSjx9joprPnU,3/26/21 21:32,8,Love this app! Wish it was easier to go from the activities to the reading but overall very happy,1
R_1JQTenvQ9EQZG13,2/28/19 12:32,10,Love this option for textbooks! I can find all the books that I need for a single price. It has all the study resources I need all together. ,1
R_216bUSSa0z9KkxF,4/2/19 13:45,10,Love this program!,1
R_1ot2hHo9P2CXfnY,11/29/18 12:39,10,"Love this program, shared it with my classmates in hopes they can also get their books at a lower rate.",1
R_1ewOj7oo4f8HpZf,3/29/19 19:26,9,"Love using publisher1 over other learning platforms! The only change I could make is making the time out to log out a little longer. Sometimes when I have long sections of material to study, I will get logged out for inactivity.",1
R_qCkAS6XQtGH8Utb,3/13/19 15:03,10,Love using publisher1. I wish all of my classes were this Simple to use.,1
R_6P96Dyx1HfgkXrH,10/30/18 21:20,10,"Love your product. User friendly, intuitive and ""clean"" dashboard.
Congrats",1
R_3E1Q5lt5lid1hIJ,9/18/18 10:12,10,"Love, Love, Love publisher1!  It saves me time and money.  ",1
R_C1eU6Smf3o0EXmx,5/4/19 20:11,10,Low price for what is included ,3
R_1JR6aimXQIwiezx,9/8/20 19:03,4,low speed loading,1
R_3q7PEkYflkyw6Uu,2/25/19 14:13,5,LOWER PRICE,3
R_ekVJ4OK8KhZkDKh,11/30/18 17:12,1,lower price and fix multiple part questions by saving correct answers.,1
R_dp9WKxOlpssEguJ,2/2/20 15:31,2,"lower the cost of this service
",4
R_3qa4LbeDevXbx6W,12/17/18 8:48,7,LOWER THE PRICE PLEASE!,1
R_3q7PEkYflkyw6Uu,2/25/19 14:13,5,"LOWER THE PRICE, or offer a cheaper alternative. You are just plain ripping off college students that are required to have your service for homework assignments. ",2
R_zcCRcxd5QdO1ZPr,10/11/18 11:23,8,Lower the price. ,1
R_zcHf2MOragcpX69,12/4/18 10:48,2,lower your god damn prices,1
R_51FhdaGIyrxIKEF,9/26/18 17:28,5,lower your prices,1
R_2qlcfgKCkxcubGD,4/28/20 14:23,10,M,1
R_3s7BFIexF5Go97m,12/3/18 21:42,8,m,4
R_3DbG9D7dROn0VbR,2/21/19 12:42,1,M Y  E X A M  I S  R U I N E D  ,4
R_1cVcHi9Jvie8noR,2/26/20 15:40,3,Made it seem like getting publisher1 comes with access to Product1 and other things when its only a slightly cheaper subscription for it.,1
R_2xD9YCaQQnldNNC,1/21/19 19:15,1,made me pay for it twice. Paid for it through my University and through the website online. No customer service help on the issue or refund. ,2
R_1K2VDGLSNHMUutc,12/4/18 10:25,10,made things quick and easy and the online text book allows for more space in my book bag and less stress on my back,1
R_21GkvRy2wTCYNa0,11/5/18 14:13,3,"Main issue was with ordering rentals but its fixed, i'm just annoyed now",2
R_22kOYt9VmIjgyfj,2/3/20 19:47,2,"Main reason for obtaining an e-book is the read to me future. Read to me repeats sentences over and over or will skip paragraphs in full. however most of the it comes to a full stop.  I would like to listen reading in my law book on my commute to work and school but have not been successful.  I have tried my lap top, ipad, phone unsuccessfully(Sucksessfully).",1
R_3KGCQVce2wd4idl,4/11/20 12:05,5,"Mainly my issue with publisher1 is that I can't go back over my assignments after the due dates makes them nearly pointless in the long term and prevents me from understanding my course materials. Less important but still very annoying is that there are always too many clicks to get where I'm going (i.e. I'll be logged out for inactivity and I'm not offered a link to the login page, I have to reenter the entire address or dig it out of my browser favorites etc.)",1
R_2R8RjHtVBQeCwkc,9/24/20 16:01,10,Majority of my courses books are accessible,1
R_2OJvBhvsevoh37D,7/17/19 18:35,3,majority of the information is understandable and some isnt clear enugh.,1
R_2bN5i5azzEXgbyJ,7/12/19 21:08,9,"Make all courses ""Check my work"" :>)",1
R_2902djl3rMOCtkm,12/8/18 11:37,2,Make an option where I can ask my instructor when I have a question on the material. ,1
R_sNBUxsh0pOhC6Xv,12/11/18 11:49,10,make easier to find and put the code in,1
R_OkQP4oadvuKENz3,3/25/19 22:33,6,Make easier to log into course assignments,1
R_2YAt562MpLQ1NkU,2/17/19 23:37,7,Make finding partner material that comes with my publisher1 purchase easier. ,1
R_1opy0UXanf82lSj,2/19/19 22:51,5,"make is cheaper students are broke man, gotta help us out.",2
R_3qwfo8F4Fz1w70m,12/2/20 9:50,7,make it a little more accessible,1
R_31dybPWI7u3x9Cm,2/4/20 17:38,7,make it a little more easier for people like myself who is not really computer savvy ,1
R_3M6k89qgmeKGL6d,10/31/18 16:32,8,Make it allowed to remember my password so it stops logging out so fast,1
R_sYDi1WyxWQ2mGnT,12/11/18 19:50,7,make it cheaper and stop ripping us off please,1
R_30woSQttmXLLWjh,11/4/20 20:53,1,"Make it cheaper, stop being like this. The money you give to your overlords will only enhance their punishment once society collapses and their money is useless.",1
